fault_type,task_id,run_seed,trial_id,condition,model_profile,model_name,architecture,temperature,max_steps,fault_layer,completed,task_error,infrastructure_error,injection_count,steps,llm_calls,time_sec,answer,official_success,official_score,evaluator_status,evaluator_error,fallback_used,source_log,status_path,response_path
agent_param_error,135,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,5.0,5.0,53.3,"{""date"":""January 3, 2023"",""Eric Bailey"":1,""Kilian Valkhof"":0,""total"":1}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed3.status.json,
agent_param_error,135,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,48.6,"{""Eric"":1,""Kilian"":0,""total"":1}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed4.status.json,
agent_param_error,135,4,4,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,4.0,4.0,51.7,"{""Eric"":1,""Kilian"":0,""total"":1}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed4.status.json,
agent_param_error,135,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,44.1,"{""Eric Bailey"":1,""Kilian Valkhof"":0}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed5.status.json,
agent_param_error,135,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,5.0,5.0,49.4,"{""Eric Bailey"":1,""Kilian Valkhof"":0}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task135_seed5.status.json,
agent_param_error,136,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,126.2,"{""count"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed1.status.json,
agent_param_error,136,1,1,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,6.0,6.0,104.9,"{""count"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed1.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed1.status.json,
agent_param_error,136,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,162.6,3,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed2.status.json,
agent_param_error,136,2,2,fault,gpt54,gpt-5.4,react,0.2,20,action,True,True,False,1,20.0,20.0,220.5,3,,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed2.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed2.status.json,
agent_param_error,136,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,62.0,"{""commits"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed3.status.json,
agent_param_error,136,3,3,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,5.0,5.0,81.9,"{""commits"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed3.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed3.status.json,
agent_param_error,136,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,138.9,"{""count"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed4.status.json,
agent_param_error,136,4,4,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,5.0,5.0,82.6,"{""count"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed4.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed4.status.json,
agent_param_error,136,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,77.9,"{""commits"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed5.status.json,
agent_param_error,136,5,5,fault,gpt54,gpt-5.4,react,0.2,20,action,True,False,False,1,5.0,5.0,86.8,"{""commits"":3}",,,,,,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed5.log,experiments/formal_gpt54_react_agent_param_error_6workers_20260825_foreground/task136_seed5.status.json,
web_dom_missing,21,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,25.1,"Reviewers mentioning the ear cups/ear fit being small are: Catso, Dibbins, Anglebert Dinkherhump, and Michelle Davis. Dibbins explicitly says the “ear cups” are “way too small.”",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed1.status.json,
web_dom_missing,21,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,6.0,6.0,176.0,"Reviewers mentioning the ear cups/ear fit being small are: Catso, Dibbins, Anglebert Dinkherhump, and Michelle Davis. Dibbins explicitly says the “ear cups” are “way too small.”",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed1.status.json,
web_dom_missing,21,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,26.8,"The reviewers are **Dibbins**, **Catso**, and **Michelle Davis**. Dibbins explicitly says the ear cups are “way too small”; Catso says they are for people with very small ears; Michelle Davis says they fit small ears but not adult-sized ears.",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed2.status.json,
web_dom_missing,21,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,124.2,"The reviewers are **Dibbins**, **Catso**, and **Michelle Davis**. Dibbins explicitly says the ear cups are “way too small”; Catso says they are for people with very small ears; Michelle Davis says they fit small ears but not adult-sized ears.",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed2.status.json,
web_dom_missing,21,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,31.7,The reviewers who mention the ear cups/headphones being small are:,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed3.status.json,
web_dom_missing,21,3,3,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,191.1,The reviewers who mention the ear cups/headphones being small are:,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed3.status.json,
web_dom_missing,21,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,23.3,The reviewers mentioning small ear cups/ear coverage are:,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed4.status.json,
web_dom_missing,21,4,4,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,4.0,4.0,51.7,The reviewers mentioning small ear cups/ear coverage are:,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed4.status.json,
web_dom_missing,21,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,28.5,Dibbins,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed5.status.json,
web_dom_missing,21,5,5,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,2.0,2.0,21.6,Dibbins,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task21_seed5.status.json,
web_dom_missing,22,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,14.0,14.0,559.3,The reviewer who mentions an under water photo is **romance loverromance lover**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed1.status.json,
web_dom_missing,22,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,13.0,13.0,306.5,The reviewer who mentions an under water photo is **romance loverromance lover**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed1.status.json,
web_dom_missing,22,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,12.0,12.0,429.1,The reviewer who mentions an underwater photo is **AZ Guy**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed2.status.json,
web_dom_missing,22,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,15.0,15.0,369.9,The reviewer who mentions an underwater photo is **AZ Guy**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed2.status.json,
web_dom_missing,22,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,13.0,13.0,422.9,The reviewer is **romance loverromance lover**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed3.status.json,
web_dom_missing,22,3,3,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,13.0,13.0,363.7,The reviewer is **romance loverromance lover**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed3.status.json,
web_dom_missing,22,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,9.0,9.0,344.9,The reviewer who mentions an under water photo is **romance lover**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed4.status.json,
web_dom_missing,22,4,4,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,14.0,14.0,436.3,The reviewer who mentions an under water photo is **romance lover**.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed4.status.json,
web_dom_missing,22,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,14.0,14.0,313.7,The reviewer who mentions an “under water photo” is **romance lover** (shown on the product page as “romance loverromance lover”).,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed5.status.json,
web_dom_missing,22,5,5,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,11.0,11.0,144.7,The reviewer who mentions an “under water photo” is **romance lover** (shown on the product page as “romance loverromance lover”).,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task22_seed5.status.json,
web_dom_missing,23,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,39.3,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed1.status.json,
web_dom_missing,23,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,2.0,2.0,77.7,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed1.status.json,
web_dom_missing,23,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,2.0,2.0,21.1,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed2.status.json,
web_dom_missing,23,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,2.0,2.0,55.3,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed2.status.json,
web_dom_missing,23,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,2.0,2.0,36.9,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed3.status.json,
web_dom_missing,23,3,3,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,4.0,4.0,60.7,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed3.status.json,
web_dom_missing,23,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,2.0,2.0,25.2,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed4.status.json,
web_dom_missing,23,4,4,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,2.0,2.0,25.2,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed4.status.json,
web_dom_missing,23,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,28.8,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed5.status.json,
web_dom_missing,23,5,5,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,30.5,Rachel,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task23_seed5.status.json,
web_dom_missing,24,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,29.9,No reviewers mention that the price is unfair.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed1.status.json,
web_dom_missing,24,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,54.0,No reviewers mention that the price is unfair.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed1.status.json,
web_dom_missing,24,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,24.4,"No reviewers mention that the price is unfair. The two visible reviewers, Jay and Josef Bürger, do not make any comment about the price.",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed2.status.json,
web_dom_missing,24,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,29.6,"No reviewers mention that the price is unfair. The two visible reviewers, Jay and Josef Bürger, do not make any comment about the price.",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed2.status.json,
web_dom_missing,24,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,25.1,None. Neither Jay nor Josef Bürger mentions that the price is unfair.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed3.status.json,
web_dom_missing,24,3,3,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,4.0,4.0,58.5,None. Neither Jay nor Josef Bürger mentions that the price is unfair.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed3.status.json,
web_dom_missing,24,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,4.0,4.0,22.1,No reviewers mention that the product’s price is unfair.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed4.status.json,
web_dom_missing,24,4,4,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,24.0,No reviewers mention that the product’s price is unfair.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed4.status.json,
web_dom_missing,24,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,3.0,3.0,17.9,"None. Neither reviewer, Jay nor Josef Bürger, mentions that the price is unfair.",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed5.status.json,
web_dom_missing,24,5,5,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,3.0,3.0,21.2,"None. Neither reviewer, Jay nor Josef Bürger, mentions that the price is unfair.",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task24_seed5.status.json,
web_dom_missing,25,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,9.0,9.0,127.9,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed1.status.json,
web_dom_missing,25,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,14.0,14.0,413.2,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed1.status.json,
web_dom_missing,25,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,7.0,7.0,103.4,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed2.status.json,
web_dom_missing,25,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,8.0,8.0,75.6,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed2.status.json,
web_dom_missing,25,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,7.0,7.0,70.4,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed3.status.json,
web_dom_missing,25,3,3,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,9.0,9.0,97.0,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed3.status.json,
web_dom_missing,25,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,9.0,9.0,226.8,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed4.status.json,
web_dom_missing,25,4,4,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,11.0,11.0,119.2,GoldfishGoldfish,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed4.status.json,
web_dom_missing,25,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,11.0,11.0,103.5,RemyRRemyR — 1 star (20%). The review describes poor print/output quality and refers to attached pictures.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed5.status.json,
web_dom_missing,25,5,5,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,10.0,10.0,107.9,RemyRRemyR — 1 star (20%). The review describes poor print/output quality and refers to attached pictures.,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task25_seed5.status.json,
web_dom_missing,26,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,14.0,14.0,211.7,Jennifer Healy Keintz,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed1.status.json,
web_dom_missing,26,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,9.0,9.0,94.7,Jennifer Healy Keintz,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed1.status.json,
web_dom_missing,26,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,20.0,20.0,357.9,J. B. Shirey II,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed2.status.json,
web_dom_missing,26,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,True,False,1,15.0,15.0,252.7,J. B. Shirey II,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed2.status.json,
web_dom_missing,26,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,11.0,11.0,123.2,Jennifer Healy Keintz,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed3.status.json,
web_dom_missing,26,3,3,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,7.0,7.0,78.4,Jennifer Healy Keintz,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed3.status.json,
web_dom_missing,26,4,4,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,20.0,20.0,317.5,Nelson,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed4.status.json,
web_dom_missing,26,4,4,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,True,False,1,12.0,12.0,413.4,Nelson,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed4.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed4.status.json,
web_dom_missing,26,5,5,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,13.0,13.0,277.2,Roxanne Brandon Coffey,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed5.status.json,
web_dom_missing,26,5,5,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,True,False,1,20.0,20.0,865.9,Roxanne Brandon Coffey,,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed5.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task26_seed5.status.json,
web_dom_missing,27,1,1,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,6.0,6.0,54.2,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed1.status.json,
web_dom_missing,27,1,1,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,5.0,5.0,31.4,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed1.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed1.status.json,
web_dom_missing,27,2,2,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,6.0,6.0,160.3,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed2.status.json,
web_dom_missing,27,2,2,fault,gpt54,gpt-5.4,react,0.2,20,observation,True,False,False,1,5.0,5.0,213.5,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed2.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed2.status.json,
web_dom_missing,27,3,3,control,gpt54,gpt-5.4,react,0.2,20,control,True,False,False,0,6.0,6.0,225.1,"[{""username"":""Hammer94"",""post_title"":""56 year old mom has no retirement. Where do I even start on her behalf?"",""count"":0}]",,,,,,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed3.log,experiments/formal_20260824_gpt54_react_web_dom_missing_deterministic/task27_seed3.status.json,
