architecture,condition,fault_type,task_id,seed,official_success,evaluator_status,evaluator_error,agent_response,network_har,official_eval,source,rerun,source_count,source_chain
plan_execute,fault,web_http_error,27,5,True,success,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task27_seed5/27/web_http_error_seed_5/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task27_seed5/27/web_http_error_seed_5/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task27_seed5/27/web_http_error_seed_5/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,28,1,False,failure,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task28_seed1/28/web_http_error_seed_1/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task28_seed1/28/web_http_error_seed_1/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task28_seed1/28/web_http_error_seed_1/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,28,2,False,failure,,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed2/28/web_http_error_seed_2/agent_response.json,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed2/28/web_http_error_seed_2/network.har,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed2/28/web_http_error_seed_2/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,28,3,False,failure,,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed3/28/web_http_error_seed_3/agent_response.json,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed3/28/web_http_error_seed_3/network.har,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed3/28/web_http_error_seed_3/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,28,4,True,success,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task28_seed4/28/web_http_error_seed_4/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task28_seed4/28/web_http_error_seed_4/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task28_seed4/28/web_http_error_seed_4/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,28,5,False,failure,,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed5/28/web_http_error_seed_5/agent_response.json,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed5/28/web_http_error_seed_5/network.har,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task28_seed5/28/web_http_error_seed_5/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,30,1,False,failure,,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed1/30/web_http_error_seed_1/agent_response.json,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed1/30/web_http_error_seed_1/network.har,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed1/30/web_http_error_seed_1/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,30,2,False,failure,,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed2/30/web_http_error_seed_2/agent_response.json,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed2/30/web_http_error_seed_2/network.har,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed2/30/web_http_error_seed_2/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,30,3,False,failure,,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed3/30/web_http_error_seed_3/agent_response.json,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed3/30/web_http_error_seed_3/network.har,experiments/rerun_missing_trials_v1/outputs/plan_execute_fault_web_http_error_task30_seed3/30/web_http_error_seed_3/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,30,4,True,success,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task30_seed4/30/web_http_error_seed_4/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task30_seed4/30/web_http_error_seed_4/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task30_seed4/30/web_http_error_seed_4/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,30,5,True,success,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task30_seed5/30/web_http_error_seed_5/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task30_seed5/30/web_http_error_seed_5/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task30_seed5/30/web_http_error_seed_5/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,132,1,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed1/132/fault_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed1/132/fault_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed1/132/fault_seed_1/official_eval.json,/,False,2,/
plan_execute,fault,web_http_error,132,2,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed2/132/fault_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed2/132/fault_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed2/132/fault_seed_2/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,132,3,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed3/132/fault_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed3/132/fault_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/plan_execute_fault_web_http_error_task132_seed3/132/fault_seed_3/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,132,4,True,success,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task132_seed4/132/web_http_error_seed_4/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task132_seed4/132/web_http_error_seed_4/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task132_seed4/132/web_http_error_seed_4/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,132,5,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task132_seed5/132/fault_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task132_seed5/132/fault_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task132_seed5/132/fault_seed_5/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,133,1,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed1/133/fault_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed1/133/fault_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed1/133/fault_seed_1/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,133,2,False,failure,,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task133_seed2/133/web_http_error_seed_2/agent_response.json,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task133_seed2/133/web_http_error_seed_2/network.har,experiments/rerun_architecture_gaps_v1/outputs/plan_execute_fault_web_http_error_task133_seed2/133/web_http_error_seed_2/official_eval.json,rerun_missing_trials_v1,True,1,rerun_missing_trials_v1
plan_execute,fault,web_http_error,133,3,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed3/133/fault_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed3/133/fault_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed3/133/fault_seed_3/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,133,4,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed4/133/fault_seed_4/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed4/133/fault_seed_4/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed4/133/fault_seed_4/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,133,5,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed5/133/fault_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed5/133/fault_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task133_seed5/133/fault_seed_5/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,134,1,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed1/134/fault_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed1/134/fault_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed1/134/fault_seed_1/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,134,2,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed2/134/fault_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed2/134/fault_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed2/134/fault_seed_2/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,134,3,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed3/134/fault_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed3/134/fault_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed3/134/fault_seed_3/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,134,4,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed4/134/fault_seed_4/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed4/134/fault_seed_4/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed4/134/fault_seed_4/official_eval.json,/,False,1,/
plan_execute,fault,web_http_error,134,5,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed5/134/fault_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed5/134/fault_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/plan_execute_fault_web_http_error_task134_seed5/134/fault_seed_5/official_eval.json,/,False,1,/
react,control,control,22,1,False,failure,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_extend/web_http_error_task22_seed1/22/control_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_extend/web_http_error_task22_seed1/22/control_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_extend/web_http_error_task22_seed1/22/control_seed_1/official_eval.json,/,False,5,/
react,control,control,22,2,False,failure,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_extend/web_dom_missing_task22_seed2/22/control_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_extend/web_dom_missing_task22_seed2/22/control_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_extend/web_dom_missing_task22_seed2/22/control_seed_2/official_eval.json,/,False,5,/
react,control,control,22,3,True,success,,experiments/rerun_missing_trials_v1/outputs/react_control_control_task22_seed3/22/control_seed_0/agent_response.json,experiments/rerun_missing_trials_v1/outputs/react_control_control_task22_seed3/22/control_seed_0/network.har,experiments/rerun_missing_trials_v1/outputs/react_control_control_task22_seed3/22/control_seed_0/official_eval.json,rerun_missing_trials_v1,True,6,/;rerun_missing_trials_v1
react,control,control,22,4,True,success,,experiments/rerun_missing_trials_v1/outputs/react_control_control_task22_seed4/22/control_seed_0/agent_response.json,experiments/rerun_missing_trials_v1/outputs/react_control_control_task22_seed4/22/control_seed_0/network.har,experiments/rerun_missing_trials_v1/outputs/react_control_control_task22_seed4/22/control_seed_0/official_eval.json,rerun_missing_trials_v1,True,6,/;rerun_missing_trials_v1
react,control,control,22,5,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task22_seed5/22/control_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task22_seed5/22/control_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task22_seed5/22/control_seed_5/official_eval.json,/,False,6,/
react,control,control,24,1,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed1/24/control_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed1/24/control_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed1/24/control_seed_1/official_eval.json,/,False,6,/
react,control,control,24,2,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed2/24/control_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed2/24/control_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed2/24/control_seed_2/official_eval.json,/,False,6,/
react,control,control,24,3,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed3/24/control_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed3/24/control_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed3/24/control_seed_3/official_eval.json,/,False,6,/
react,control,control,24,4,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed4/24/control_seed_4/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed4/24/control_seed_4/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed4/24/control_seed_4/official_eval.json,/,False,6,/
react,control,control,24,5,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed5/24/control_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed5/24/control_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task24_seed5/24/control_seed_5/official_eval.json,/,False,6,/
react,control,control,27,1,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed1/27/control_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed1/27/control_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed1/27/control_seed_1/official_eval.json,/,False,7,/
react,control,control,27,2,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed2/27/control_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed2/27/control_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed2/27/control_seed_2/official_eval.json,/,False,6,/
react,control,control,27,3,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed3/27/control_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed3/27/control_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task27_seed3/27/control_seed_3/official_eval.json,/,False,7,/
react,control,control,27,4,True,success,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/agent_param_error_task27_seed4/27/control_seed_4/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/agent_param_error_task27_seed4/27/control_seed_4/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/agent_param_error_task27_seed4/27/control_seed_4/official_eval.json,/,False,6,/
react,control,control,27,5,True,success,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_popup_block_task27_seed5/27/control_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_popup_block_task27_seed5/27/control_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_popup_block_task27_seed5/27/control_seed_5/official_eval.json,/,False,6,/
react,control,control,28,1,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed1/28/control_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed1/28/control_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed1/28/control_seed_1/official_eval.json,/,False,6,/
react,control,control,28,2,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed2/28/control_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed2/28/control_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed2/28/control_seed_2/official_eval.json,/,False,6,/
react,control,control,28,3,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed3/28/control_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed3/28/control_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed3/28/control_seed_3/official_eval.json,/,False,6,/
react,control,control,28,4,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed4/28/control_seed_4/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed4/28/control_seed_4/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed4/28/control_seed_4/official_eval.json,/,False,6,/
react,control,control,28,5,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed5/28/control_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed5/28/control_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_core240_v1/react_control_control_task28_seed5/28/control_seed_5/official_eval.json,/,False,6,/
react,control,control,30,1,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed1/30/control_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed1/30/control_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed1/30/control_seed_1/official_eval.json,/,False,7,/
react,control,control,30,2,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed2/30/control_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed2/30/control_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed2/30/control_seed_2/official_eval.json,/,False,7,/
react,control,control,30,3,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed3/30/control_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed3/30/control_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task30_seed3/30/control_seed_3/official_eval.json,/,False,7,/
react,control,control,30,4,True,success,,experiments/rerun_missing_trials_v1/outputs/react_control_control_task30_seed4/30/control_seed_0/agent_response.json,experiments/rerun_missing_trials_v1/outputs/react_control_control_task30_seed4/30/control_seed_0/network.har,experiments/rerun_missing_trials_v1/outputs/react_control_control_task30_seed4/30/control_seed_0/official_eval.json,rerun_missing_trials_v1,True,6,/;rerun_missing_trials_v1
react,control,control,30,5,True,success,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_http_error_task30_seed5/30/control_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_http_error_task30_seed5/30/control_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_http_error_task30_seed5/30/control_seed_5/official_eval.json,/,False,6,/
react,control,control,132,1,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed1/132/control_seed_1/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed1/132/control_seed_1/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed1/132/control_seed_1/official_eval.json,/,False,7,/
react,control,control,132,2,True,success,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed2/132/control_seed_2/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed2/132/control_seed_2/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed2/132/control_seed_2/official_eval.json,/,False,7,/
react,control,control,132,3,False,failure,,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed3/132/control_seed_3/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed3/132/control_seed_3/network.har,experiments/analysis/rebuilt_official_responses_v1/architecture_gpt54_react_planexecute_v1/react_control_control_task132_seed3/132/control_seed_3/official_eval.json,/,False,7,/
react,control,control,132,4,True,success,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_dom_missing_task132_seed4/132/control_seed_4/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_dom_missing_task132_seed4/132/control_seed_4/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_dom_missing_task132_seed4/132/control_seed_4/official_eval.json,/,False,6,/
react,control,control,132,5,True,success,,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_dom_missing_task132_seed5/132/control_seed_5/agent_response.json,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_dom_missing_task132_seed5/132/control_seed_5/network.har,experiments/analysis/rebuilt_official_responses_v1/formal_gpt54_react_faults_official_subset_v1_missing60_rerun/web_dom_missing_task132_seed5/132/control_seed_5/official_eval.json,/,False,6,/
